day,CPT(km),CPT_temp(K),LRT(km),LRT_temp(K)
2011-04-19,16.95,195.25,16.343,196.85
2011-04-20,18.466,197.85,16.482,198.25
2011-04-21,17.26,199.25,16.13,200.45
2011-04-22,17.653,198.25,15.467,200.85
2011-04-23,17.625,195.65,16.821,197.25
2011-04-24,17.287,191.85,13.856,205.45
2011-04-25,16.433,195.45,14.08,205.85
2011-04-26,16.44,199.25,15.675,199.85
2011-04-27,17.147,202.05,14.97,202.45
2011-04-28,15.445,202.85,14.733,203.45
2011-04-29,17.069,196.45,11.057,223.25
2011-04-30,18.282,194.85,17.118,196.85
2011-05-01,17.178,194.65,17.178,194.65
2011-05-03,18.66,199.85,,
2011-05-05,17.067,193.85,16.513,196.05
2011-05-06,17.15,192.25,16.21,196.25
2011-05-07,17.306,192.65,17.306,192.65
2011-05-08,17.321,193.05,16.563,195.45
2011-05-09,17.586,193.65,17.586,193.65
2011-05-10,17.442,195.45,17.442,195.45
2011-05-11,18.562,197.85,14.11,205.25
2011-05-12,17.3,197.05,13.805,203.85
2011-05-13,17.267,200.85,13.557,204.65
2011-05-14,16.778,200.45,14.255,203.05
2011-05-15,16.92,200.65,13.92,206.65
2011-05-16,16.967,201.25,15.695,203.25
2011-05-17,16.37,201.05,12.416,212.05
2011-05-18,18.357,200.45,14.796,200.85
2011-05-19,16.136,198.65,16.136,198.65
2011-05-20,17.127,200.65,15.93,201.25
2011-05-21,16.843,197.45,15.573,200.45
2011-05-22,17.367,192.25,17.367,192.25
2011-05-23,17.233,194.05,16.391,194.65
2011-05-24,18.044,192.05,16.503,197.25
2011-05-25,16.969,195.05,16.969,195.05
2011-05-26,16.54,195.85,16.54,195.85
2011-05-27,17.347,194.25,16.436,197.45
2011-05-28,17.809,197.25,11.618,219.05
2011-05-29,17.443,202.05,14.233,208.45
2011-05-30,17.034,201.05,13.657,204.65
2011-05-31,18.696,200.85,13.696,205.85
2011-06-01,17.611,201.25,12.477,213.65
2011-06-02,16.565,200.05,12.71,211.85
2011-06-03,17.152,201.25,17.152,201.25
2011-06-04,17.52,200.05,15.782,202.45
2011-06-05,18.106,201.05,14.628,202.65
2011-06-06,17.576,197.05,15.073,197.65
2011-06-07,15.305,196.25,15.305,196.25
2011-06-08,16.075,199.85,15.251,200.65
2011-06-09,17.45,199.45,15.83,203.05
2011-06-10,17.928,202.25,12.531,213.05
2011-06-11,17.527,201.85,11.798,217.25
2011-06-12,17.161,195.25,17.161,195.25
2011-06-13,17.922,194.45,16.219,199.65
2011-06-14,17.114,197.25,16.522,198.85
2011-06-15,17.368,195.85,17.368,195.85
2011-06-16,17.58,195.45,11.974,220.85
2011-06-17,17.143,197.25,16.674,198.05
2011-06-18,17.684,198.05,14.506,204.65
2011-06-19,16.871,196.05,16.871,196.05
2011-06-20,16.237,196.65,16.237,196.65
2011-06-21,16.764,196.65,15.544,199.05
2011-06-22,17.341,193.85,15.865,196.05
2011-06-23,16.923,195.05,16.923,195.05
2011-06-24,16.536,195.65,16.473,195.85
2011-06-25,17.774,199.25,15.807,202.05
2011-06-26,17.536,202.85,16.186,203.65
2011-06-27,16.94,202.05,16.94,202.05
2011-06-28,17.222,204.05,13.96,210.25
2011-06-29,16.284,202.65,13.207,209.45
2011-06-30,17.537,198.65,14.329,206.05
2011-07-01,17.2,195.85,15.824,200.85
2011-07-02,17.094,197.45,16.993,197.65
2011-07-03,17.328,199.05,14.742,203.25
2011-07-04,15.508,197.65,15.508,197.65
2011-07-05,15.328,198.65,15.328,198.65
2011-07-06,16.928,198.05,14.729,199.25
2011-07-07,15.496,195.65,15.496,195.65
2011-07-08,16.068,199.85,14.643,200.25
2011-07-09,17.604,199.45,14.963,201.25
2011-07-10,17.781,199.25,14.828,202.85
2011-07-11,17.073,199.85,11.211,220.25
2011-07-12,17.845,198.85,16.041,201.45
2011-07-13,15.963,199.25,15.963,199.25
2011-07-14,16.48,197.85,16.033,198.25
2011-07-15,16.739,194.45,16.739,194.45
2011-07-16,16.648,195.65,16.648,195.65
2011-07-17,18.271,197.25,15.971,199.25
2011-07-18,16.752,196.45,15.741,202.75
2011-07-19,16.71,195.45,16.217,196.65
2011-07-20,16.602,198.25,16.602,198.25
2011-07-21,16.015,199.05,16.015,199.05
2011-07-22,17.457,199.85,15.194,201.45
2011-07-23,16.098,202.45,14.567,206.05
2011-07-24,16.897,200.45,15.42,204.05
2011-07-25,16.74,202.25,13.51,212.65
2011-07-26,17.342,201.85,17.342,201.85
2011-07-27,17.02,203.25,15.652,204.45
2011-07-28,16.861,202.25,11.554,214.85
2011-07-29,16.499,203.65,15.004,204.65
2011-07-30,18.341,199.05,13.602,208.05
2011-07-31,17.753,198.45,14.212,203.45
2011-08-01,17.935,197.85,14.238,199.45
2011-08-02,,,,
2011-08-03,18.157,200.05,15.506,200.65
2011-08-04,16.5,196.45,16.5,196.45
2011-08-05,16.702,199.25,16.422,200.85
2011-08-06,17.721,198.45,16.003,201.25
2011-08-07,16.968,198.05,15.665,201.35
2011-08-08,16.789,200.05,15.032,202.85
2011-08-09,17.82,201.05,14.378,202.45
2011-08-10,16.882,203.25,10.974,225.15
2011-08-11,17.991,201.85,15.817,203.85
2011-08-12,16.292,198.45,16.292,198.45
2011-08-13,17.398,196.45,16.238,200.45
2011-08-14,16.463,197.45,16.463,197.45
2011-08-15,16.875,197.05,16.875,197.05
2011-08-16,17.772,195.05,16.778,196.25
2011-08-17,17.327,196.65,16.048,198.25
2011-08-18,17.308,198.05,16.088,199.05
2011-08-19,16.357,198.85,16.357,198.85
2011-08-20,17.369,197.65,14.15,203.05
2011-08-21,16.837,197.05,14.669,199.05
2011-08-22,16.825,195.05,16.825,195.05
2011-08-23,17.811,197.05,14.1,203.85
2011-08-24,17.292,196.25,17.292,196.25
2011-08-25,17.595,196.85,17.595,196.85
2011-08-26,17.527,198.25,16.071,198.45
2011-08-27,14.755,198.45,14.755,198.45
2011-08-28,15.188,199.85,15.188,199.85
2011-08-29,15.323,198.85,15.323,198.85
2011-08-30,15.242,198.65,15.242,198.65
2011-08-31,16.493,196.65,16.493,196.65
2011-09-01,17.408,198.85,16.107,203.25
2011-09-02,17.449,201.45,16.016,203.65
2011-09-03,15.575,200.25,15.575,200.25
2011-09-04,16.994,196.85,16.994,196.85
2011-09-05,16.682,195.65,16.682,195.65
2011-09-06,17.324,196.85,15.974,197.85
2011-09-07,15.63,199.85,15.63,199.85
2011-09-08,15.756,200.45,14.305,203.65
2011-09-09,15.729,196.25,15.244,196.65
2011-09-10,14.765,199.45,14.765,199.45
2011-09-11,16.367,200.25,14.416,203.25
2011-09-12,17.411,201.65,13.697,207.05
2011-09-13,17.3,201.05,15.034,206.05
2011-09-14,16.52,200.65,15.799,201.45
2011-09-15,17.277,201.85,15.479,202.05
2011-09-16,16.395,199.05,16.395,199.05
2011-09-17,17.518,201.05,16.178,202.15
2011-09-18,16.747,199.65,15.672,202.45
2011-09-19,15.942,198.05,15.942,198.05
2011-09-20,16.246,198.65,16.246,198.65
2011-09-21,16.748,198.65,15.896,199.85
2011-09-22,16.48,198.25,15.063,204.95
2011-09-23,16.898,199.25,15.139,202.45
2011-09-24,16.275,198.45,16.275,198.45
2011-09-25,16.278,201.05,12.594,215.25
2011-09-26,16.414,199.65,16.414,199.65
2011-09-27,16.413,201.65,16.413,201.65
2011-09-28,16.47,201.05,15.099,203.05
2011-09-29,16.513,199.45,16.513,199.45
2011-09-30,16.864,197.65,11.228,219.05
2011-10-01,17.063,195.65,17.063,195.65
2011-10-02,17.029,196.65,15.896,200.25
2011-10-03,16.083,199.85,16.083,199.85
2011-10-04,16.442,198.65,16.272,198.85
2011-10-05,17.586,196.65,17.586,196.65
2011-10-06,17.061,199.25,16.472,200.05
2011-10-07,16.241,200.25,16.241,200.25
2011-10-08,17.099,196.25,16.23,199.25
2011-10-09,16.502,197.45,16.502,197.45
2011-10-10,17.102,198.45,14.673,198.65
2011-10-11,17.513,194.85,16.273,200.75
2011-10-12,17.673,196.05,17.012,196.65
2011-10-13,15.876,196.45,15.876,196.45
2011-10-14,,,,
2011-10-15,17.002,194.05,15.515,197.85
2011-10-16,16.55,193.05,15.96,193.45
2011-10-17,17.138,193.05,15.356,198.85
2011-10-18,16.592,192.05,16.592,192.05
2011-10-19,16.134,193.25,16.134,193.25
2011-10-20,16.434,191.65,16.434,191.65
2011-10-21,17.64,197.05,15.469,197.25
2011-10-22,16.913,198.65,16.261,199.05
2011-10-23,16.645,195.65,16.645,195.65
2011-10-24,16.736,194.45,16.736,194.45
2011-10-25,,,,
2011-10-26,15.709,197.85,15.709,197.85
2011-10-27,16.046,196.65,16.046,196.65
2011-10-28,16.315,199.85,14.839,204.65
2011-10-29,16.796,197.85,16.796,197.85
2011-10-30,16.359,197.25,13.934,204.25
2011-10-31,16.765,192.65,16.765,192.65
2011-11-01,16.396,195.85,16.396,195.85
2011-11-02,17.006,198.05,17.006,198.05
2011-11-03,17.68,201.95,,
2011-11-04,17.719,200.65,17.719,200.65
2011-11-05,18.605,201.65,12.366,213.65
2011-11-06,17.705,200.25,14.825,203.85
2011-11-07,17.686,200.45,16.69,201.85
2011-11-08,16.706,198.65,16.706,198.65
2011-11-09,17.005,200.25,13.213,210.45
2011-11-10,17.415,199.25,15.032,202.65
2011-11-11,15.161,197.05,13.943,203.85
2011-11-12,17.793,196.65,16.201,197.45
2011-11-13,16.592,199.05,13.872,205.25
2011-11-14,16.9,200.05,14.06,208.25
2011-11-15,16.537,198.65,14.855,200.25
2011-11-16,17.211,199.25,15.775,201.05
2011-11-17,17.128,196.85,17.128,196.85
2011-11-18,18.08,196.85,16.099,201.65
2011-11-19,16.993,196.05,16.993,196.05
2011-11-20,17.808,195.45,15.106,203.25
2011-11-21,15.949,197.25,15.949,197.25
2011-11-22,17.936,194.85,14.13,204.85
2011-11-23,16.286,195.05,16.286,195.05
2011-11-24,17.383,196.85,15.748,198.45
2011-11-25,16.263,196.05,16.263,196.05
2011-11-26,16.802,199.25,15.884,199.65
2011-11-27,16.855,199.85,13.7,205.25
2011-11-28,17.853,200.05,16.54,201.85
2011-11-29,17.789,199.05,17.789,199.05
2011-11-30,16.591,199.05,16.462,199.25
2011-12-01,17.206,197.85,13.75,209.85
2011-12-02,17.434,197.25,14.16,208.65
2011-12-03,17.922,199.05,16.268,202.35
2011-12-04,17.207,200.85,15.098,204.65
2011-12-05,16.658,199.45,14.09,207.25
2011-12-06,15.086,198.65,15.086,198.65
2011-12-07,15.913,196.25,15.913,196.25
2011-12-08,17.777,196.65,14.24,204.45
2011-12-09,17.555,195.05,14.892,200.05
2011-12-10,17.759,195.65,16.6,198.65
2011-12-11,18.142,197.45,16.34,202.35
2011-12-12,16.654,198.45,16.654,198.45
2011-12-13,17.273,195.65,16.456,197.25
2011-12-14,16.925,197.65,13.539,208.65
2011-12-15,16.911,199.65,14.638,201.45
2011-12-16,17.221,198.45,16.462,199.65
2011-12-17,16.604,198.85,16.604,198.85
2011-12-18,17.725,199.05,16.752,199.25
2011-12-19,17.515,197.45,14.12,205.25
2011-12-20,17.804,197.45,17.804,197.45
2011-12-21,17.987,195.25,17.987,195.25
2011-12-22,18.072,196.85,18.072,196.85
2011-12-23,17.227,196.85,13.898,208.05
2011-12-24,18.296,194.05,18.025,194.45
2011-12-25,17.432,193.45,13.681,210.15
2011-12-26,17.722,193.65,16.61,196.85
2011-12-27,17.756,194.25,17.209,195.05
2011-12-28,18.246,196.25,17.01,197.65
2011-12-29,18.33,195.65,18.33,195.65
2011-12-30,18.66,199.05,17.485,199.25
2011-12-31,18.43,195.05,15.227,202.25
2012-01-01,16.779,197.85,14.587,200.25
2012-01-02,17.531,200.45,14.782,202.85
2012-01-03,17.605,199.65,14.761,204.65
2012-01-04,17.742,196.25,16.415,201.45
2012-01-05,17.661,197.05,17.661,197.05
2012-01-06,17.159,200.05,17.159,200.05
2012-01-07,15.266,199.85,15.266,199.85
2012-01-08,17.472,197.25,16.05,202.05
2012-01-09,17.025,199.85,17.025,199.85
2012-01-10,18.073,199.45,12.58,214.75
2012-01-11,17.976,200.05,13.813,207.25
2012-01-12,18.889,198.45,16.501,200.85
2012-01-13,15.279,195.65,15.279,195.65
2012-01-14,16.08,193.65,16.08,193.65
2012-01-15,16.12,195.65,16.12,195.65
2012-01-16,,,,
2012-01-17,17.619,195.25,17.009,196.25
2012-01-18,18.102,195.65,13.516,207.45
2012-01-19,17.113,197.85,12.848,213.65
2012-01-20,17.854,195.65,16.522,198.85
2012-01-21,17.748,194.85,17.63,195.05
2012-01-22,17.759,194.85,,
2012-01-23,18.89,194.45,13.913,205.65
2012-01-24,17.04,196.25,14.07,205.65
2012-01-25,17.854,193.65,16.91,195.25
2012-01-26,18.312,192.05,17.763,192.85
2012-01-27,18.552,193.85,16.082,199.05
2012-01-28,17.083,193.85,16.543,196.25
2012-01-29,17.462,195.05,17.177,195.45
2012-01-30,17.173,195.85,16.446,197.25
2012-01-31,17.516,195.85,17.516,195.85
2012-02-01,19.419,195.65,17.146,197.05
2012-02-02,19.283,198.95,19.283,198.95
2012-02-03,17.247,194.45,17.247,194.45
2012-02-04,18.525,193.85,15.581,197.45
2012-02-05,17.641,193.25,17.641,193.25
2012-02-06,18.64,194.45,16.894,195.05
2012-02-07,17.246,192.45,17.246,192.45
2012-02-08,17.734,192.25,17.734,192.25
2012-02-09,16.653,192.65,16.653,192.65
2012-02-10,16.59,193.65,16.0,194.05
2012-02-11,16.25,193.65,16.25,193.65
2012-02-12,18.18,196.85,15.825,198.05
2012-02-13,17.415,197.05,15.4,198.65
2012-02-14,16.961,197.45,14.06,204.65
2012-02-15,18.83,196.25,13.509,207.65
2012-02-16,17.569,195.25,17.569,195.25
2012-02-17,17.26,197.05,13.175,208.05
2012-02-18,18.118,196.25,16.581,198.65
2012-02-19,16.983,196.45,16.462,199.05
2012-02-20,18.61,195.25,16.591,196.05
2012-02-21,17.237,197.25,16.253,200.45
2012-02-22,18.241,197.05,16.755,198.45
2012-02-23,15.884,194.85,14.977,198.65
2012-02-24,17.581,195.05,17.581,195.05
2012-02-25,17.92,193.05,17.539,193.65
2012-02-26,16.233,188.85,16.233,188.85
2012-02-27,16.102,191.85,16.102,191.85
2012-02-28,17.713,191.85,15.727,193.45
2012-02-29,15.992,191.65,15.992,191.65
2012-03-01,16.648,191.45,16.648,191.45
2012-03-02,17.237,189.85,17.237,189.85
2012-03-03,17.958,192.25,,
2012-03-04,17.334,193.65,16.562,198.05
2012-03-05,17.18,194.65,17.18,194.65
2012-03-06,18.266,193.85,17.178,195.85
2012-03-07,18.302,193.05,18.062,193.25
2012-03-08,17.23,194.85,15.979,199.25
2012-03-09,17.416,194.05,15.967,199.95
2012-03-10,17.84,196.25,16.805,196.65
2012-03-11,17.397,196.25,17.06,196.65
2012-03-12,17.562,195.85,16.766,196.45
2012-03-13,18.027,193.85,18.027,193.85
2012-03-14,17.501,195.45,15.946,198.05
2012-03-15,17.302,194.85,16.792,195.45
2012-03-16,,,,
2012-03-17,17.129,193.85,16.513,196.85
2012-03-18,18.696,194.85,16.165,199.05
2012-03-19,18.124,195.05,16.702,198.65
2012-03-20,18.029,196.85,16.699,199.05
2012-03-21,18.131,196.85,17.051,197.65
2012-03-23,16.695,195.85,16.695,195.85
2012-03-24,16.058,192.25,16.058,192.25
2012-03-25,15.925,194.25,15.925,194.25
2012-03-26,17.167,195.85,16.169,197.45
2012-03-27,16.593,195.45,15.314,199.05
2012-03-28,16.208,191.85,16.208,191.85
2012-03-29,16.227,195.85,15.214,198.05
2012-03-30,17.369,198.25,16.993,198.85
2012-03-31,15.025,200.45,15.025,200.45
2012-04-01,16.631,201.65,14.637,202.65
2012-04-05,17.669,196.45,,
2012-04-06,16.858,196.45,16.858,196.45
2012-04-07,16.812,195.45,,
2012-04-08,18.293,199.65,16.63,201.65
2012-04-09,16.599,195.85,16.599,195.85
2012-04-10,15.064,197.65,15.064,197.65
2012-04-11,17.352,193.65,16.871,193.85
2012-04-12,16.916,194.05,14.832,199.45
2012-04-13,16.074,192.85,16.074,192.85
2012-04-14,16.536,194.45,16.051,194.65
2012-04-15,16.92,191.45,16.92,191.45
2012-04-16,16.111,191.25,16.111,191.25
2012-04-17,16.801,191.85,16.801,191.85
2012-04-18,16.789,191.25,16.789,191.25
2012-04-19,17.448,192.05,17.209,192.55
2012-04-20,17.044,194.85,16.523,195.25
2012-04-21,17.342,194.85,16.366,195.25
2012-04-22,15.525,193.25,15.525,193.25
2012-04-23,15.538,197.05,15.538,197.05
2012-04-24,15.96,195.65,15.96,195.65
2012-04-25,17.372,194.65,16.463,195.45
2012-04-26,17.355,195.25,15.692,197.45
2012-04-27,17.134,194.25,17.134,194.25
2012-04-28,17.748,192.65,16.33,195.25
2012-04-29,17.499,192.05,17.499,192.05
2012-04-30,16.95,197.65,14.542,202.65
2012-05-02,16.095,198.65,16.095,198.65
2012-05-03,17.317,201.05,15.969,201.85
2012-05-04,17.648,198.45,17.648,198.45
2012-05-05,16.722,199.05,15.645,201.85
2012-05-06,16.57,202.25,15.008,204.45
2012-05-07,16.314,199.45,10.419,226.45
2012-05-08,17.734,200.05,15.303,204.05
2012-05-09,17.375,197.25,15.934,202.85
2012-05-10,17.062,198.45,17.062,198.45
2012-05-11,16.987,198.85,15.217,199.45
2012-05-12,16.765,199.25,15.179,199.85
2012-05-13,17.064,197.65,17.064,197.65
2012-05-14,17.953,198.05,15.825,200.85
2012-05-15,16.814,200.05,15.269,203.05
2012-05-16,17.517,202.45,12.945,213.05
2012-05-18,17.771,202.25,15.32,205.85
2012-05-19,17.248,201.85,15.812,202.25
2012-05-20,15.85,202.25,14.389,205.45
2012-05-21,15.907,203.25,15.907,203.25
2012-05-22,16.995,199.85,16.995,199.85
2012-05-23,17.694,202.05,11.935,213.25
2012-05-24,17.458,199.25,12.875,211.25
2012-05-25,16.807,201.45,11.446,219.25
2012-05-26,16.268,201.45,16.268,201.45
2012-05-27,16.138,203.25,11.926,212.85
2012-05-28,16.873,204.25,13.405,207.05
2012-05-29,14.618,202.25,14.618,202.25
2012-05-30,15.627,199.05,14.468,201.05
2012-05-31,15.486,201.05,15.486,201.05
2012-06-01,17.435,198.65,13.06,207.85
2012-06-02,15.551,201.45,13.152,208.45
2012-06-03,17.728,199.65,14.717,203.25
2012-06-04,15.906,198.85,15.906,198.85
2012-06-05,16.76,199.05,14.817,199.25
2012-06-06,16.759,196.85,15.617,197.45
2012-06-07,17.059,198.05,16.623,198.25
2012-06-08,16.575,201.05,13.759,209.25
2012-06-09,17.415,201.65,17.264,201.95
2012-06-10,17.174,202.65,12.392,214.05
2012-06-11,16.918,203.05,12.285,211.85
2012-06-12,16.658,200.65,16.658,200.65
2012-06-13,17.208,199.25,15.73,200.85
2012-06-14,17.161,200.45,16.154,203.25
2012-06-15,16.105,200.05,14.473,206.85
2012-06-16,15.476,204.05,12.383,213.85
2012-06-17,16.959,199.45,13.169,209.05
2012-06-18,16.912,198.45,15.927,199.05
2012-06-19,15.894,198.65,13.14,207.05
2012-06-20,14.606,196.85,14.606,196.85
2012-06-21,14.623,198.65,14.623,198.65
2012-06-22,14.596,201.05,14.596,201.05
2012-06-23,16.554,197.05,14.332,203.05
2012-06-24,16.122,199.45,16.122,199.45
2012-06-25,17.345,197.45,15.203,201.65
2012-06-26,17.092,198.85,16.441,199.85
2012-06-27,17.297,199.65,16.386,200.25
2012-06-28,16.799,199.65,16.252,201.05
2012-06-29,16.793,201.85,16.793,201.85
2012-06-30,17.202,200.05,16.111,201.45
2012-07-01,15.818,201.05,14.609,206.25
2012-07-02,16.52,198.25,12.827,210.05
2012-07-03,16.52,199.25,14.415,203.25
2012-07-04,16.804,197.45,15.352,201.05
2012-07-05,16.893,197.45,13.626,205.65
2012-07-06,18.055,196.45,14.771,204.05
2012-07-07,17.036,199.25,17.036,199.25
2012-07-08,17.048,202.05,14.01,206.45
2012-07-09,17.125,203.05,13.379,211.85
2012-07-10,16.912,199.65,16.281,200.05
2012-07-11,16.861,201.05,16.861,201.05
2012-07-12,17.759,202.45,15.378,203.25
2012-07-13,17.75,205.65,15.094,207.25
2012-07-14,17.234,204.65,12.394,211.65
2012-07-15,17.111,201.45,16.008,202.45
2012-07-16,16.805,201.85,15.096,203.05
2012-07-17,14.492,208.25,13.392,208.65
2012-07-18,17.576,205.65,13.093,210.05
2012-07-19,16.264,202.05,12.09,220.25
2012-07-20,16.391,203.85,15.512,204.45
2012-07-21,16.723,200.25,13.929,209.65
2012-07-22,16.755,201.05,12.941,208.05
2012-07-23,15.635,202.65,14.457,205.05
2012-07-24,18.08,197.85,13.531,206.05
2012-07-25,17.724,196.25,17.724,196.25
2012-07-26,17.264,196.85,17.264,196.85
2012-07-27,15.976,198.25,15.976,198.25
2012-07-28,17.007,194.85,17.007,194.85
2012-07-29,16.137,200.65,12.35,214.85
2012-07-30,18.755,200.85,18.755,200.85
2012-07-31,17.067,202.05,12.176,213.25
2012-08-01,17.534,201.65,14.12,211.25
2012-08-02,16.55,203.85,,
2012-08-03,16.257,202.85,16.257,202.85
2012-08-04,17.029,199.85,13.814,206.45
2012-08-05,16.987,198.25,16.987,198.25
2012-08-06,16.5,200.85,17.438,202.45
2012-08-07,15.459,202.85,15.459,202.85
2012-08-08,16.591,199.65,12.942,210.05
2012-08-09,16.173,201.05,15.64,201.65
2012-08-10,16.298,200.85,16.298,200.85
2012-08-11,16.87,201.05,11.626,216.05
2012-08-12,16.874,198.65,10.507,224.05
2012-08-13,17.374,197.65,12.24,220.05
2012-08-14,17.296,201.25,16.383,202.65
2012-08-15,17.159,202.65,12.26,215.45
2012-08-16,17.409,201.85,15.288,203.45
2012-08-17,18.352,201.05,10.952,223.65
2012-08-18,17.794,200.25,15.014,201.65
2012-08-19,16.843,197.45,16.843,197.45
2012-08-20,18.123,198.05,15.934,200.25
2012-08-21,18.478,199.65,16.37,200.05
2012-08-22,16.271,198.45,16.271,198.45
2012-08-23,16.6,198.05,15.993,198.85
2012-08-24,15.995,197.85,15.995,197.85
2012-08-25,16.613,196.45,16.613,196.45
2012-08-26,17.574,197.85,13.765,208.05
2012-08-27,17.172,198.45,14.496,202.05
2012-08-28,16.011,200.45,16.011,200.45
2012-08-29,15.761,201.45,15.761,201.45
2012-08-30,16.44,204.65,15.706,205.25
2012-08-31,16.48,200.25,15.213,201.65
2012-09-01,16.412,199.45,16.412,199.45
2012-09-02,18.578,203.05,12.199,211.85
2012-09-03,15.868,203.05,11.851,215.05
2012-09-04,,,,
2012-09-05,15.59,202.85,15.59,202.85
2012-09-06,15.1,201.65,15.1,201.65
2012-09-08,16.968,199.05,15.169,201.05
2012-09-09,17.28,199.45,15.178,202.05
2012-09-10,15.438,201.25,15.438,201.25
2012-09-11,16.138,200.45,16.138,200.45
2012-09-12,15.651,201.05,13.607,205.45
2012-09-13,17.266,201.85,14.344,202.25
2012-09-14,17.55,202.05,15.276,203.05
2012-09-15,16.817,199.45,16.817,199.45
2012-09-16,17.306,198.05,17.306,198.05
2012-09-17,18.115,198.05,12.457,214.25
2012-09-18,17.327,198.45,17.327,198.45
2012-09-19,16.678,199.25,16.678,199.25
2012-09-20,17.182,199.05,14.331,201.65
2012-09-21,16.081,199.05,14.653,205.85
2012-09-22,17.737,200.65,15.543,201.65
2012-09-23,16.069,197.05,16.069,197.05
2012-09-24,15.584,200.25,15.144,200.85
2012-09-25,14.198,199.05,14.198,199.05
2012-09-26,17.036,200.65,14.16,202.05
2012-09-27,16.4,204.25,11.272,222.25
2012-09-28,17.168,202.65,16.077,202.85
2012-09-29,17.304,199.05,13.67,205.45
2012-09-30,18.178,200.05,16.472,203.05
2012-10-01,17.463,199.45,15.894,200.65
2012-10-02,16.328,198.65,13.87,208.25
2012-10-03,15.931,198.05,15.931,198.05
2012-10-04,15.962,196.65,15.91,196.75
2012-10-05,16.532,198.85,16.089,199.05
2012-10-06,16.905,197.45,16.532,198.65
2012-10-07,17.944,195.85,16.656,198.05
2012-10-08,17.229,197.45,16.274,198.45
2012-10-09,17.67,196.25,16.511,201.25
2012-10-10,17.449,194.65,16.727,195.25
2012-10-11,17.003,193.05,17.003,193.05
2012-10-12,16.669,194.45,16.669,194.45
2012-10-13,16.84,195.05,16.84,195.05
2012-10-14,17.99,196.45,16.435,197.65
2012-10-15,17.826,195.05,17.826,195.05
2012-10-16,18.427,197.65,15.34,203.45
2012-10-17,17.236,198.05,15.144,199.85
2012-10-18,16.858,195.65,16.858,195.65
2012-10-19,16.977,198.65,16.977,198.65
2012-10-20,17.119,197.85,15.098,200.25
2012-10-21,16.189,196.45,,
2012-10-22,17.01,195.25,16.675,195.45
2012-10-23,18.774,204.65,18.774,204.65
2012-10-25,19.187,201.85,19.187,201.85
2012-10-27,16.093,199.25,,
2012-10-28,16.544,191.85,,
2012-10-29,16.543,194.65,,
2012-10-30,17.454,188.45,16.227,191.85
2012-11-01,17.188,193.45,15.359,199.65
2012-11-02,17.752,189.25,15.703,197.05
2012-11-03,18.257,193.65,16.627,193.85
2012-11-04,16.783,193.45,16.783,193.45
2012-11-05,17.505,193.45,17.505,193.45
2012-11-06,17.723,198.65,16.701,201.05
2012-11-07,17.322,195.45,16.578,195.65
2012-11-08,16.776,196.25,16.776,196.25
2012-11-09,17.369,196.05,16.061,200.35
2012-11-10,18.148,194.05,17.307,195.45
2012-11-11,16.697,194.85,16.697,194.85
2012-11-12,18.092,193.65,17.498,194.65
2012-11-14,18.339,196.25,16.422,198.85
2012-11-15,17.893,197.45,14.674,204.25
2012-11-16,17.071,196.05,17.071,196.05
2012-11-17,,,,
2012-11-18,17.555,194.25,17.555,194.25
2012-11-19,17.1,197.85,15.425,201.05
2012-11-20,15.581,198.05,15.581,198.05
2012-11-21,17.507,198.25,15.699,199.65
2012-11-22,17.929,190.85,14.029,209.05
2012-11-23,17.907,191.85,17.907,191.85
2012-11-24,,,,
2012-11-25,18.558,188.85,15.462,197.65
2012-11-26,18.517,193.65,16.293,196.25
2012-11-27,17.914,192.65,15.673,197.05
2012-11-29,17.789,193.05,13.353,211.65
2012-11-30,18.276,196.25,17.222,196.45
2012-12-01,16.604,192.45,16.604,192.45
2012-12-02,17.552,194.25,16.467,195.85
2012-12-03,15.198,196.45,15.198,196.45
2012-12-04,17.291,195.25,15.14,199.25
2012-12-06,16.488,193.45,,
2012-12-07,16.907,189.85,16.907,189.85
2012-12-08,17.394,188.65,,
2012-12-09,17.404,189.85,17.404,189.85
2012-12-10,17.164,190.85,17.164,190.85
2012-12-11,17.98,191.45,16.931,193.45
2012-12-12,16.85,188.65,16.85,188.65
2012-12-13,17.948,193.15,16.43,193.85
2012-12-14,16.65,192.05,16.65,192.05
2012-12-15,17.82,190.05,17.82,190.05
2012-12-16,16.635,191.65,16.635,191.65
2012-12-18,16.651,193.25,16.544,193.65
2012-12-19,18.165,193.85,16.648,195.65
2012-12-20,17.657,191.45,15.3,197.65
2012-12-21,17.623,208.05,17.623,208.05
2012-12-22,16.992,190.65,16.73,191.05
2012-12-23,17.812,191.45,16.341,194.85
2012-12-24,16.951,193.45,16.951,193.45
2012-12-25,17.689,192.85,16.241,194.65
2012-12-26,17.117,191.45,16.584,192.05
2012-12-27,17.568,191.65,16.323,193.65
2012-12-28,18.17,191.85,17.463,192.85
2012-12-29,17.603,194.25,15.976,197.45
2012-12-30,16.084,196.45,16.084,196.45
2012-12-31,18.276,197.65,16.486,198.85
2013-01-01,18.028,194.45,14.22,203.65
2013-01-02,17.817,194.45,14.933,197.65
2013-01-03,17.729,194.65,16.572,197.45
2013-01-04,16.879,193.45,16.879,193.45
2013-01-05,17.797,194.25,17.41,194.45
2013-01-06,17.808,197.05,14.084,208.45
2013-01-07,16.468,192.65,16.468,192.65
